doc_id,doc_type,split,author_id,lang,genre,primary_genre,source,token_length,content,content_len_chars,x,y
mix_040071,query,train,1d34c37728f3a486a48ec971d1181ffa905fc5d3e2c94b46f0f2a81d04809051,ru,news,news,babel_briefings,40,Российская спортсменка продолжает готовиться к выступлению на Олимпиаде-2020.,77,-6.5678983,-39.20704
mix_044670,candidate,train,1581d7dbd8a10452d4b9034bb347baacd100ef49053fe74e1ecb17b20a8e1620,ru,literature,literature,russian_pd,109,"Горацш. не шали, какое дать зніченіе слову регѵМеаз* Никоторые, вмѣсто регѵісіеаз, чптаютъ ргаеѵісіеав, давая ему значеніе глагода ргаеіегѵісіеаз.",146,-22.81059,-40.58607
mix_044687,query,train,1749dd1188333e7cb7e5c9ca7d2aab3374aadb8cc74112d0b965803308f9c1c6,ru,literature,literature,russian_pd,101,"7. Шгйгіо. РгапсіГеиз 6с ІІойсгсз ГирѴ ѴѴііЬеІтй* ІасоЬиі Е^топсіапиз арЫ Апопугпит. 0Ѵ^5ТІО XIV, Оио&ет іпѴопіфти потепі",121,-31.785385,-17.461775
mix_045540,candidate,train,87439f45012261a5556b6676864ef777182d8bd996c10027cd91406c1d66430f,ru,literature,literature,russian_pd,133,"а[ |Ы111р://Ьоокз.доод1е.сош/| Соо^к Это цифровая коиия книги, хранящейся для потомков на библиотечных полках, прежде чем ее отсканировали сотрудники компании Соо^1е в рамках ироекта, цель которого - сделать книги со всего мира доступными через Интернет.",254,-7.108916,-50.809566
mix_041174,query,train,aaa8cd868e968c94011821c4fdbbe0960a0812980c743c6334bdc69004e3c452,ru,news,news,babel_briefings,27,Заболеваемость COVID-19 пойдет на спад зимой с приходом морозов,63,-17.833895,-42.31775
mix_040061,query,train,1af6592680f44b228c2f27fa3e59b467bb66104abee3f944e8c3f67fcc7561b9,ru,news,news,babel_briefings,87,"Рак легких якобы можно диагностировать с помощью простого теста на пальцах: сложить указательные пальцы ногтями друг к другу и посмотреть, есть ли зазор в виде ромба. Работает ли этот тест на практике?",201,-16.83593,-47.937706
mix_046041,query,train,c25eb1a9ec81d4859c8bf08fbb837fd7864d1a513bec3b6a8e66ca50f74f5595,ru,literature,literature,russian_pd,328,"•и • .. * ,» . ♦ ВѴЕСЦЕ -ІгДГ. .-. -л^""^ ^-ЧХ- НгіЛіапит Т. & ІоІіаппстОапіасКе^езѴсГ-^ іат Зѵесіат сспиііГс (іі(1\ит с(1, есП Зѵссіа лЫірІХШ' (іеЯсіеп$, рсгСиЬсгпасогевасітіпііІгасаГиіг. СІігі-> Шегпиз ѵсгб 1 1. отпіпб ге]сЛи8 ,і& іііо гс^по , & гсіі^иі? есі! іат оЬ Тугаппі(іет ргіѵага$ сА, сІс<!]^иЦие іп е|и$ Іосит Си..^^ Ааѵи$) си)и$ расгеш Бгісцш 5іСоскЬо1тіа?>сиш аіііз бе.ргсісс^^, ' ^ . пЬи$",400,-34.095303,-15.460692
mix_041023,candidate,train,938e422c1284574a2efd88228d94c256897e196068b04da9d02726db5341a6d2,ru,news,news,babel_briefings,90,"25 октября 1990 года на Первой программе ЦТ вышел первый выпуск «Поля чудес» — телевизионной игры, в которой есть Леонид Якубович, горы подарков со всей страны и ценный приз в черном ящике.",189,-5.831354,-49.608307
mix_046428,query,train,eecb84c306b2ae268f9ce04606cc83ce1e480418d33f8025979fbd8dfd9a5a6d,ru,literature,literature,russian_pd,151,"И радость намъ! люсъ. Прими-же, государь, Въ знакъ непремѣнной дружбы Фердинанда, — 18 — Сей небольшой фіалъ. Изсѣченъ онъ Изъ горнаго кристала, и оправленъ Искуснѣйшимъ изъ нашихъ мастеровъ: Ему Челлини имя.",208,-29.776108,-34.331615
mix_041100,query,train,9da8e5ff49cb6aee6a9614538cf44eec47b14d18b8790bb2a10b055f4d00fe4f,ru,news,news,babel_briefings,96,"Российский и украинский актер Алексей Колесник скончался из-за последствий COVID-19. Об этом сообщил его друг, пресс-секретарь международного фестиваля «Золотой витязь» Владимир Головкин 31 октября.",198,-4.526777,-40.501724
mix_045806,query,train,a60d0058638deba470e93649291e6f23f5df3b5a56deaf2f45b529b75864e882,ru,literature,literature,russian_pd,238,"— 17 — ТО велФно в% рОДОСЛОВНЫГБ рОС1ШСЯГЬ 1686. писать имянно. И тЪ родословныя росписи, по указу Ведикихъ Государей, вехбно при- нимать въ верху боярину князю Володи- М1ру Дмитр1ейичу Долгорукову, да околь- ничему Ивану Аеанасьевичу Желябужскому. И т'Ё родословныя росписи принимали въ четвертомъ и пятомъ годФхъ, и тфмъ родо- словнымъ росписямъ учинены въ РозрядФ книги (11).",378,-28.916464,-34.246433
mix_046341,candidate,train,e3b2eb76d28c40919771f84b71ae8240b934390cfea46212f1fdd3f384c1e2cc,ru,literature,literature,russian_pd,103,"ІеиіЪи$ ргоЬагигі Гипс. Ѵпа еЛ. Ѵсегііпсс^ регіс5, ^пат ех ргаг.іібіо 1аг§о 1ап^піпІ5 рі-ойаиіо ргоиепіге ргжйірропепг.Ѵегиш",124,-30.122757,-16.675222
mix_041968,candidate,train,121b07fe5ce4c8f779b08916f1209d25430f6495fe20d74bed7bdbca8d439111,ru,social_media/entertainment,social_media,exorde,113,"сегодня подумала — как хорошо, что импровизаторы выходят утром в субботу такое доброе, теплое и приятное время я теперь всегда знаю, что в первый утренний час буду смотреть выпуск с чашечкой кофе, как аккомпанемент к началу выходных",232,-22.200111,-49.633484
mix_044983,candidate,train,3d05cdc9e047b828e2fff0d92ec800aebd0420b3fe25a9476f4e0c2f5ead43ec,ru,literature,literature,russian_pd,123,"Въ концѣ августа омули идутъ изъ м оря въ рѣки Си- ленгу, Баргузинъ и Верхнюю Ангару, подо бно сельдямъ, для метанія икры. Въ это время собираются промышленники въ",163,-29.453726,-33.097282
mix_042560,query,train,4a0d3f0cb3e638a5d11872de5fbe513248455c31b2ea84d6ff500f83be6fea36,ru,social_media/sports,social_media,exorde,92,"Примера | Сельта — Мальорка Коэффициент 1,87 Прогноз на матч: тотал меньше 2,5 голов К этому матчу БК Winline приготовила для всех новых клиентов фрибет 3 000₽! http://vseprosport.ru/away/848",191,-6.265551,-44.646942
mix_042345,query,train,366829bd8efae0af7ce23bbf228104555e073f84f0bd57dead9acea48271f1ea,ru,social_media/social,social_media,exorde,105,"Потому что соседей ты видишь регулярно А вообще да, я со всеми знакомыми людьми здороваюсь, у нас вот тётя есть во дворе кошек кормит, мы часто видим друг друга, киваем про встрече, хотя не общались даже",203,-21.777943,-50.470894
mix_043647,query,train,ad5ba46cf60de735ba0009926fae9ba057d30e9060f681ec6ef432411b26861f,ru,social_media/finance,social_media,exorde,33,"пора бы и напомнить, как пенсы путешествуют на 1 тыщу по странам мира",69,-19.050505,-41.61456
mix_046337,query,train,e3459b5652781b4171541b26d0d8035a5c015e9e932182684feb16a501b99078,ru,literature,literature,russian_pd,379,"некоторое сходство съ похвалою -Колону въ СофоклоіюГі драме «Эдипе въ Колоне» (657. — §с[ср)' Послѣ ухода Эгея со сцепы, Медея высказываетъ пе- ре дъ хоромъ окончательное развитіе плана своего мще- нія (^ф/ тгосѵгос г' ос /нос- аоі ^оѵХеѵраулос \&%и)\ теперь -только она, какъ и слѣдуетъ, выражаете полную уверенность въ победе надъ своими врагами. «О Зевсъ, она воскли- цаете, о правота Зевеса (<3ш/) и свѣтъ Геліоса, те- перь-то я одержу победу надъ моими врагами, теперь- то я вступила на надежный путь, теперь -то надеюсь",525,-30.642494,-35.67006
mix_040404,query,train,45277070a91aef5ac0299b2eeed786c5bf00531b9aa3082cd07d0c1c653b9291,ru,news,news,babel_briefings,33,"Ученые могут сэкономить время и не искать жизнь там, где её быть не может",73,-15.380427,-52.938576
mix_040275,candidate,train,3768eeaf28b7faf047349125e1d8d221427f9cdf7ec39dc978cc84ab611769f6,ru,news,news,babel_briefings,123,"Воздух, которыми люди дышат дома, в школах и на рабочем месте, может быть загрязнен вредными химическими веществами, такими как ПФАС. Самые высокие концентрации были обнаружены в магазинах ковров. Это объясняется тем, что ПФАС раньше использовали в составе ср…",260,-8.724888,-53.868282
mix_042746,candidate,train,5bb7ab72033f09f0f5b6ddd6e5b9618f037d8ce7010c2a72d949dec230a65b5e,ru,social_media/technology,social_media,exorde,77,Вижу там пикселями такие редкие фигурки что на месте этого чела если бы он реально существовал послала бы нахуй эту бабу и нашла бы просто человека с похожими хобби,164,-23.441048,-49.27158
mix_040095,candidate,train,20422668af79cbe2f057f087ca85e5f58b2358605a09a57dcf2c1b27420db22b,ru,news,news,babel_briefings,57,"NASA смогло подробно рассмотреть то, что происходит вблизи кратеров вечной тени, объединив данные визуализации за два земных месяца.",132,-14.1958475,-42.45152
mix_040906,candidate,train,8344d4d8568634592c98ce2f9b0252e9bc526f90263a2962b1b6b7aef3656023,ru,news,news,babel_briefings,33,IMAP будет наблюдать за потоками высокоэнергетических нейтральных атомов,72,-14.541627,-46.51843
mix_040182,candidate,train,2a5728837de07eab83157308a70f6bc196bbd7a6ad68fb1813f1b7fa77f87868,ru,news,news,babel_briefings,53,"Анатолий Малыхин проявил чудеса изобретательности, а потом выдал лучшие образцы школы английского от Мутко.",107,-13.01934,-39.82066
mix_040620,candidate,train,61c4370135795be07ab3d71dbc3110a2ad322e7042cf361fa7e07271748f2d9d,ru,news,news,babel_briefings,126,"Комментатор «Матч ТВ» Константин Генич считает, что в расширенный состав сборной России можно было бы включить и форварда самарских «Крыльев Советов» Ивана Сергеева, а также удивился тому, что нападающий «Локомотива» Федор Смолов оказался лишь в резерве нацио…",260,-2.842641,-40.6588
mix_044825,query,train,2717810797ed09ac127800ded8978b325c62b9f4accd84e8696a162c99bcf351,ru,literature,literature,russian_pd,113,"*< 'Бизрипарагии, Кашиатопииао 4 > 2): ` пот е@; ЧопицитеиотарБаге ето. 2 тии 24 Рации аи БаБегийтасит сого Уа[ег. %- о аь ЗРЫ ОЕ Кг + : МТЕТТТА дроби! Вене райтаа:(ед пб вена.",176,-27.53196,-18.714058
mix_043917,candidate,train,c65057709f1a5ee600ee2a16192e408cadbe570214ec229815393a83858c2018,ru,social_media/politics,social_media,exorde,36,Пиздец. Кремлёвский режим знает как сделать нашу жизнь невыносимой,66,-21.349113,-45.222233
mix_044635,query,train,10c3ac56947b2032226b5d42e0280ad74a91176ad1791a1f267b18ba56877ced,ru,literature,literature,russian_pd,121,"іГ)05 іп Рг*аісІ*бгЫ^еШІІёііГ&іЛ*Рі«тейіііііЬій &х:Ияа^ иіпёі^,ѵіагііёкРІ’.ШЛ ау Рі«^іРаІ^Ы<штМеакг? Іагіейк^і Гі»; ^ А отсІііИт*",129,-33.491165,-16.983473
mix_044611,query,train,0da9c16a913a496b3180d55f0885c0f206751f931e13cba1ddef7522bc616404,ru,literature,literature,russian_pd,132,"Но чѣмъ же именно миръ Церковный нынѣ у насъ колеблет- ся, и что съ сего времени постепенно разсматривать и приво- дить вт> порядокъ должно, о томъ въ будущихъ собраніяхъ объ- явлено быть имѣетъ.",195,-28.655046,-36.57142
mix_044120,query,train,d96f9965157e934c97649e7f68eb9956de572fe5c74e8f951c3c7e50dc5f62a8,ru,social_media/science,social_media,exorde,89,"Ну, на практике шоколад и прочее такое сладкое легко перебивает смородину и там остаётся слышен только сернистый оттенок который у смородины, грейпфрута и некоторых фруктов тропических.",185,-6.180323,-52.123287
mix_044990,candidate,train,3d788c24a9d2334e5f80e4fb8cac70441baacd0a6a2a91632c9c82d2bfdd5f96,ru,literature,literature,russian_pd,138,"К4Ш йосиеге йе<е те {остит ропщете саттеп, ' ^ Оі^щиа^іпіа йіеі роД,^«4/и [е иегНі аВи{Ь ' 8 оІС<тсгоуіеІЫ(иіатрагіесайепіе[ирг€пиІ 9 еД оррогіштт риіЬі іпігаге тагіпоі»",169,-31.946447,-18.101814
mix_040252,query,train,3354345764c4b964eb278d2528554f88a9c962105a3c065a9bcb8631ee974df0,ru,news,news,babel_briefings,57,Простой психологический тест поможет вам лучше узнать свой характер. Внимательно посмотрите на картинку и прочтите описание ниже.,129,-14.086277,-49.11751
mix_042919,query,train,6c6c5f14abb928c2587fa8d1e04e9cbd85f66cc545c748f0990c18e6be1a747c,ru,social_media/people,social_media,exorde,54,господи а ведь яв этом году уже не приеду и не украду у нее деньги как всегда делаю......живи сука(щука),104,-1.2942536,-22.783785
mix_043290,query,train,8ea55029d9698d6664a6efde1fda12fb09418f05cc3e25407d7d9eae620c80bf,ru,social_media/entertainment,social_media,exorde,88,"Мой подростковый мозг с энгер ишьюс злобно шепчет мне ""пиши назло им ещё больше транс хэдов, они злятся из-за этого, такая реакция это весело, значит надо продолжаааааать""",171,-21.483295,-50.058586
mix_041509,query,train,dc7744fd176852443f992e152218ac57dc2b05cd7f0264c0c80fc78498f3a0f8,ru,news,news,babel_briefings,74,"Большинство диких шимпанзе бескорыстно помогают друг другу, а также откладывают внутригрупповые конфликты, когда чувствуют угрозы со стороны.",141,-22.51854,-40.192886
mix_046519,query,train,fb4f3a5d6d8e7ae39fcbbf9874630ffc03c580c745420f41b1410f993c448c28,ru,literature,literature,russian_pd,104,гіопі$ Паси ехсісіапс • Ниіс сіо^тагі орропіс і4^т Огосіи$ іЫсІет Гепсепсіат ѵегегат Оо^гаш^ • Сургіапш и}.іе/Іітопіогит.а4^ігшит : Варіі-^,139,-31.678864,-17.31414
mix_044693,query,train,17eb2210d6a80ae79db75dc9f3965b15c9126bf20895a69316835f164cde1328,ru,literature,literature,russian_pd,143,Надъ правою половиной: «Фомушка музыкантъ да ерема поплюханть. вома музыку разумееть. а ерема свистать щелкать плесать хорошо умеетъ. бома толко что 1граетъ: а ерема глазами мигаетъ 1ж. .ою вшетъ». *),200,-24.860218,-40.049553
mix_045087,candidate,train,4954aabce438345615ec3fb28d6219fea34deb8ac32b19b9ab5d6f0fbae3659e,ru,literature,literature,russian_pd,298,"Когда Домейко вошелъ въ спальную, онъ не вѣ- рилъ своимъ глазамъ: Елавдія лежала безъ памяти. Недавно еще страстные глаза совсѣмъ потуск- нели, на этихъ милыхъ ему чертахъ легла печать мучительной тоски. Онъ называлъ ее по имени, онъ покрывалъ поцѣлуями ея руки, онъ опустился на колѣни передъ ея постелью, — она его не узнавала! Онъ поникъ головою и замолкъ; но что таилось подъ этимъ молчаніемъ — никто никогда не узналъ.",423,-30.96502,-36.156906
mix_043071,query,train,792eaf7d6abdcdc5a217680b96abe7bbf8e53a8b47e210a867c5e1a5b6389ee0,ru,social_media/people,social_media,exorde,90,"Ну да, мы можем над собой постебаться. Потому что у нас, в отличии от ххлов, нет национальных комплексов из-за принадлежности к выдуманной нации Это вы моментально рветесь, стоит только заговорить про ваше племя",211,-22.98579,-49.8556
mix_040931,candidate,train,86315a9b2f62720d5e16b3b87e545d5da00a408155ea0487177ac1def5ed58fb,ru,news,news,babel_briefings,48,"Васильев считает, что широкие джинсы с прорезями на коленях сильно удешевляют образ любой женщины.",98,-22.741224,-48.44743
mix_044665,candidate,train,14f584eb2994987a468de204ae77b5dd375340d2fc0a7a18653492ee942d59db,ru,literature,literature,russian_pd,421,"что ужъ очень пора позаботиться о надежномъ назначенш здъхь на землъ. Долго послъ того мнъ иногда казалось, что я тогда не доста- точно обдумалъ двло. Но я былъ въ какомъ-то упадке духа, ко- торый лишилъ меня бодрости. Слова: «безг всякихъ дальнихъ воз- ражент» въ запискъ Тауберта (стр. 252) меня ожесточили; къ новому плану я не былъ приготовленъ, а воспоминаше о всъхъ неудачахъ, которыя до сихъ поръ я почти безпрерывно испыты- валъ, постоянное безпокойство, ветре/г аЩиШ поуъ, притупили мое чувство. Можетъ быть, скрывалось тутъ педантическое прп- страста къ ученому звашю и авторской славт>? я этого теперь не знаю.",621,-32.649292,-35.227825
mix_045805,candidate,train,a60d0058638deba470e93649291e6f23f5df3b5a56deaf2f45b529b75864e882,ru,literature,literature,russian_pd,278,"И праказалъ гевералэ в фельд1«аршад|съ^ тотъ города разор«и:ь в спщы сородов1^ш — 900 — 1702 ^ до п0АЫйвы в(гь раздсмать, я рвы -зМо^ Иу 1^р6Д* СТОЯЛ* генерал й *йМ^ маршА л1гь л^ ' йбд'Ьли я бо ^ьшн ^ ' А а*^' города ИюоЛихь со веъми ковяь1мя я п4хот- яымя полками пятить на рубежъ яъПечер* скошу;л10нас1гь1рю, и яе дошедъ- до мояастыр* яа рубе1К1^ сп^оплЪу я пошолъ гевёралъ йг «елдмаршалкъ къ городу 11скоау со ЬсЛтшк",420,-23.32882,-36.133972
mix_044794,candidate,train,240001e54b209c7dbcc412a5e9b63e9f31f38d29e026f7cf755dfad63a9895fd,ru,literature,literature,russian_pd,100,"ж оиъ Велиххй Государь иахаъ^ его Царвовое Ве- личесшво^ пооылалъ Государьсшво свое обе- сшиши ко всЬягь Вэ<*нкяжъ Гйсударемъ, къ",129,-25.066788,-36.39194
mix_045675,query,train,96c55f94b1d5d48f577638d4a057337a9abc007bea07e2f3a6d79dbe243be419,ru,literature,literature,russian_pd,285,"•I- ІІпсіе саисі іТпі іПі, с^ѵіЬиз погаіпа гвпсіипшр ѵсі іп Гоіисит сіагісиг.аиіаііа гаиопсссіипсиг,исіпГирег аЛіопе5 ІіЬі піапсіаг»,і«1я ?^'^спІ5.ѵегЬ25 ш іпЛгитепіІБ сх- кргіті Гасіапг. -І"" 5і епіт Нос отііГит Гиегіс»т ^ѵі ^ст аЛіопе иіііі ^еЬігига регГе^ѵі ііііі іпее^гит е(1,ііа-. .ргіѵііс^іо иііо, ^уо<Іі:е<іеп$ Гогсс ЬаЬціс , пцп ^аисІсЬипс.",347,-34.493755,-15.9133005
mix_041388,candidate,train,c8489fd9678f4f60a5ace3cd0569f2b1088059a285b693c922c2577c44b3ba20,ru,news,news,babel_briefings,96,"Украина отказывается покупать электроэнергию Белорусской атомной электростанции. Об этом по итогам переговоров с премьер-министром Украины Денисом Шмыгалем в... РИА Новости, 14.07.2021",184,-6.3454967,-36.3607
mix_044926,query,train,35e09028a287e1691f7427cc2790edb8d85715c8d548965b6542f6a3ffe68413,ru,literature,literature,russian_pd,122,"въ Белград* въ 1836 г. въ сводной редакщи по мояастырскимъ ру- коппсямъ съ подновленнымъ языкомъ и дополнен1ями Владислава Гра- матика, Георг1я Скилицы, Дмитр1я Кантакузена *).",176,-29.846209,-32.967606
mix_040180,candidate,train,2a43275f6389785f672a206ac762b3fa1fa6485b47863d716df09b7a04cd8985,ru,news,news,babel_briefings,102,"Защитник «Сочи» Иван Миладинович в преддверии матча с «Ротором» в 29-м туре Тинькофф РПЛ заявил, что прибавил в этом году, а также выразил надежду, что в ближайшее время получит российский паспорт.",197,-2.896671,-40.678673
mix_044620,candidate,train,0f063ac6a3662228470b9dc77f2aaebc02322de7258e04b1824b27eb135fb85b,ru,literature,literature,russian_pd,113,"котловъ. На этомъ заводе съ 1810 — 15 г., 1818 — 22 и 1840—44 г. чеканили, мед- ную монету (на 1,280,000 руб.); якорный заводъ, на которомъ куютъ якоря, кницы, румпеля, вантпутины и шлюпбалки; большая",200,-23.665863,-38.278843
mix_045004,query,train,3fea807b4c6a52fd3bdd7e24a01f6fed0977d784a124bcb3330dba14ab8f76f3,ru,literature,literature,russian_pd,119,"іп Сот - теп*.}. СлрЪог.62. циобртіпі агепо/д гсггд соттіро.аи* оЬ пітіат саіібиаіет , •у* р риЬ сапе /етіпа іеггл тапбепіиг , а саіоге абигаш/тс Нірросгаіез бШо А-",164,-32.997982,-16.156357
mix_045002,query,train,3fe146a7e7d85420b2bf59d179a3618b177109d7028c8fec89c541ceca789334,ru,literature,literature,russian_pd,134,I ... МАНТІ55А ^ АО СОММЕЫТАіиѴМ ЯЕЯѴМ АѴСѴ5ТАК. ѴІНОЕЫС. Я.Р.О.САЯОІЛ ЗТЕКТСЕШ АВВАТІ5 АNНV5АNI. Атрііог«т Оіоесейз АѴСѴ5ТАЫЛ (ісГсгірсіо.,139,-2.2573776,-11.205616
mix_040587,query,train,5d5c6fe38ab5ebcac49c845d7cc26aec12e4b3dd66e301a1012793bc660bdc46,ru,news,news,babel_briefings,113,"24 сентября станет очень удачным днем для тех, кто не боится решительных действий. Верой в себя и всей своей энергией воспользоваться просто необходимо для того, чтобы добиться того, чего так давно хотелось. Даже у самого безнадежного проекта есть много шансо…",260,-17.743446,-50.338123
mix_040314,candidate,train,3bc409e1900f91c721c38a1746d0bea51a8e5f21b82291cc373407f07519d3e8,ru,news,news,babel_briefings,64,"Полуфинал пройдёт без двухкратного чемпиона. Разбитые ракетки и другие страсти, которые кипят на кортах Баварии, — в видеообзоре.",129,-5.5862837,-50.960674
mix_041024,query,train,938e422c1284574a2efd88228d94c256897e196068b04da9d02726db5341a6d2,ru,news,news,babel_briefings,62,"16 июня 1971 года родился Тупак Шакур — американский рэпер, легенда хип-хопа, вокруг убийства которого до сих пор полно тайн.",125,-4.959857,-49.640804
mix_041748,candidate,train,fc4d1aecd3305ac181bf080a871c91c9a9dd2d93835b2095abc24f7f72af9186,ru,news,news,babel_briefings,48,«Ливерпуль» принимал аутсайдеров АПЛ из «Фулхэма» после пяти домашних поражений кряду.,86,-13.280925,-39.132
mix_045890,candidate,train,ae5de2128bf7c0f2d04e910933f0b1cbb75a90f916a09e33c5931c1eb255139c,ru,literature,literature,russian_pd,152,Зсиртог ротей гейтете р ро пасе .51 6%» Ваг.й. 7: [9 а поп [булет. Ре сот. та. г: $спртог реалии уо\ще ‚ргоме Кеарбь Г егетаитт 1. ` 4е Т.О. р сие в$ сопта@ито аНепачониз гей Го\ЯЧевот ак сте аепаноп!. Вай. #4еиот.бра!ет Д4ере. `,229,-28.913855,-18.242609
mix_044835,candidate,train,28c2535fc6312eedd718cbf74af96ee6bc51c9bf0dec1e0ac0e0e83db1537ce5,ru,literature,literature,russian_pd,100,"99 & ро(і КёІі^іопетіпіглШ.НосАШетШпс^ /ісиі поп ргоро[негат , поп соп[сп[і \ ^еЛ аиоЛ рглЛіхіі ѵегаеі^іті геі ехіш сотрго^ Іани.",129,-30.421072,-15.793231
mix_041418,query,train,cb350af15a8e8217536789b4ff5f1ab797f34e4ce211b4a4cce10cdd29da3268,ru,news,news,babel_briefings,74,"На первый взгляд, новый Дастер мы ждали неоправданно долго: без малого 4 года. В Европе модель появилась в 2017-м, а до России доехала только сейчас.",149,-18.700758,-39.12511
mix_046062,candidate,train,c442a70728b2c58b9abaa17d5b1c0c21736f3f5f5772abcc3ae492c5d289d791,ru,literature,literature,russian_pd,127,"^іеппат роггі§асІ5, & Ппе сіііапоре аІІ9иа гссе- (іасі$; Ваібмокѵ»!. 6агі5 ; а1іо^и1п іп ѵіг^иге , 5: рег ѵіггигет Гапйо- гит Веі потіпит іп йадпит і§пі$, & Ги1рЬигі$",166,-34.69863,-16.197788
mix_043751,query,train,b4e3e5608fe5ee3faa6b3cf841c8ede76a8608f4a3b25b05b750c957d749a8b0,ru,social_media/people,social_media,exorde,132,"Глобально конечно важны личностные качества человека. И тем не менее мне не нравятся ходячие скелеты и ожиревшие свиньи, уж извините за термины... Есть медицинский параметр нормы веса для женщины рост минус 110 +/- 10%... PS да, да, да я ожиревшая свинья! И тем не менее...",273,-19.657026,-52.95615
mix_041728,candidate,train,f936f095220360d15d5523bc78d7be99821b39e688074ee2c4542743e23a01eb,ru,news,news,babel_briefings,99,"Неделя выдалась интересной и насыщенной. Тут ещё первый снег выпал, намекая на скорый Новый год. Куда так летит время? Apple Многие эту новость прочитали так: Тим Кук советует пересесть на Android. Ну в каком-то смысле так и есть.",230,-17.198196,-44.019188
mix_043833,candidate,train,be54a5d98914d812876332e4da02cac943bdfd10e0771df262a7c211c4ce0489,ru,social_media/health,social_media,exorde,44,"Держусь из последних сил ив надежде, что ребёнок начнет обратно есть, а не выбрасывать всё за борт",98,-24.858152,-48.330753
mix_042391,candidate,train,3c579ac46cd24164ce63e36b28f63c108a1e7be93fbca3a2fe8e9ca7842ea7b9,ru,social_media/politics,social_media,exorde,63,"Печально даже не то эвакуируют, а то что зная насколько всё плохо с техникой у РФ в Украине мы 100% знаем куда её перебазируют",126,-24.025806,-51.89451
mix_040410,query,train,463736ed52a2c1fb64194efde767598c789d8e36b4a80ab1e3123ab574b33dd0,ru,news,news,babel_briefings,129,"Международная группа исследователей во главе с Лейденским университетом (Нидерланды) впервые нанесла на карту девять гигантских столкновений скоплений галактик. Несмотря на то, что столкновения произошли 7 млрд лет назад, их до сих пор можно наблюдать за счет…",260,-16.800873,-46.588486
mix_041686,query,train,f494d57fb4eb36dfe091e580aa74b891324b393edb2edf125b76ca4f15a355f7,ru,news,news,babel_briefings,83,"Суд в Подмосковье обязал нотариуса Екатерину Панову распределить поровну наследство миллиардера Дмитрия Босова между детьми, родителями и вдовой бизнесмена.",156,-12.276696,-39.90017
mix_043171,candidate,train,82a04a759d78c4fae2525ff88df257d70df493e51437a09522d636adbea49df3,ru,social_media/politics,social_media,exorde,89,"Заброшки Москвы. Их десятки, может и сотни. Их практически никогда не охраняют, в лучшем случае забор и предупреждающие надписи. Туда проходит кто угодно. Россия...",164,-14.251874,-48.983566
mix_043037,query,train,76a3065ba3d796141ccbc40aecaae5c6c7ff48147f5bb1fc2d3a05174b6765e3,ru,social_media/entertainment,social_media,exorde,45,"Вот такие серии мне нравятся)) Весело, динамично без срачей И игра флешбекнула в детство",88,-21.13888,-42.964996
mix_046479,candidate,train,f4e4b8e638329806337d45de639123fd5dc9db9415442cf7d2f2543789318867,ru,literature,literature,russian_pd,224,"Ст. УП. Блистательная Порта обязуется не принуждать Россхйскихъ купцовъ противъ ихъ воли къ покупке или про- даясЬ товаровъ, въ пользу какихъ либо компашй привилле- гированныхъ, или другихъ какихъ товариществъ, или моно- нолистовъ, а по тому самому и не подвергать ихъ какому либо притЬсненш и затруднен1ю въ ихъ торгахъ. Равном-Ьр- но подданные Порты сею же свободою въ об.1астяхъ Росс1й- скихъ пользоваться им'Ьютъ.",417,-28.115488,-34.916473
mix_040190,query,train,2b8dac9132c501f349834f0e57ec5e341093cb92a8fb1ec84764f841ace8aca6,ru,news,news,babel_briefings,49,"Специалисты в области психологии составили для вас тест. Надо выбрать клоуна, а далее прочитать описание.",105,-14.001533,-47.93725
mix_040750,query,train,7068799db4bacb76b74f144c2cc64449b691112f2f732e17128db0f1d569a920,ru,news,news,babel_briefings,46,Молекулярный механизм биологических часов цианобактерий смоделировали вне организма бактерии,92,-9.33373,-38.90148
mix_040247,candidate,train,32e53132ace4d801748e69254319df232debf037f977aae9998c4d19edf4a140,ru,news,news,babel_briefings,97,Серия книг писательницы Джоан Роулинг о юном волшебнике Гарри Поттере возглавила рейтинг самых популярных литературных произведений среди москвичей. К такому выводу пришли аналитики «Авито»,189,-10.71853,-46.75245
mix_045780,query,train,a1e2bb52347eb1c8b94f8b9a9e25a121b2faef8ad801f4b80f5415e9376a81a7,ru,literature,literature,russian_pd,111,"лина проданъ въ 1868 г. за ВО талеровъ), 2) старые, хорошіе отпечатки (очень рѣдки), и 3) новые отпе¬ чатки, очень плохіе, съ сильно истертой доски, находя¬ щейся въ Академіи Художествъ (прод.",192,-25.909874,-34.39561
mix_045895,query,train,af44bfdc8ba130e22d69685286d8d378a7b6358bdd54803f3b3dfe5b3a26d358,ru,literature,literature,russian_pd,104,"жит сим ат [апиепй$ юсир!ее тт. Егае епт Ыс сагсегагиз ех сопбсеона Ш. Ргёб- #1; Зепасиз ТасоЫ: Влсаг4дьпо! $ сопега ей ехеёефиз песиз, пох геахао диз.",151,-29.427282,-16.762377
mix_040758,candidate,train,7109a44bb0085e4cc8369a17c7139004052098d00c256171222d9bb53b5f0918,ru,news,news,babel_briefings,46,Владимир Путин поручил Кабмину усовершенствовать преподавание математики и информатики в школах.,96,-12.431332,-47.12849
